pointer,MG693176,MN832787,MT734809,MZ218053,MZ218054
3026,45.90163934,22.95081967,36.06557377,21,21
3027,45.16129032,22.58064516,35.48387097,21,21
3028,44.44444444,23.80952381,36.50793651,22,22
3029,45.3125,23.4375,35.9375,22,22
3030,45.3125,23.4375,35.9375,22,22
3031,46.875,23.4375,35.9375,22,22
3032,46.875,23.4375,35.9375,21,21
3033,45.3125,23.4375,35.9375,20,20
3034,45.3125,25,37.5,20,19
3035,45.3125,25,39.0625,19,18
3036,45.3125,25,40.625,19,19
3037,45.3125,25,40.625,18,18
3038,46.875,26.5625,42.1875,19,19
3039,46.875,26.5625,42.1875,18,18
3040,48.4375,26.5625,42.1875,18,18
3041,48.4375,28.125,42.1875,18,18
3042,48.4375,28.125,42.1875,18,18
3043,49.23076923,27.69230769,41.53846154,18,18
3044,48.48484848,28.78787879,42.42424242,18,18
3045,47.76119403,28.35820896,41.79104478,18,18
3046,48.52941176,29.41176471,42.64705882,18,18
3047,49.27536232,30.43478261,43.47826087,19,19
3048,48.57142857,30,44.28571429,19,19
3049,47.88732394,29.57746479,43.66197183,19,19
3050,48.61111111,30.55555556,43.05555556,19,19
3051,49.31506849,31.50684932,42.46575342,19,19
3052,48.64864865,31.08108108,41.89189189,20,20
3053,48,30.66666667,41.33333333,20,20
3054,47.36842105,31.57894737,40.78947368,20,20
3055,48.05194805,32.46753247,40.25974026,21,21
3056,47.43589744,33.33333333,41.02564103,21,21
3057,48.10126582,34.17721519,40.50632911,22,22
3058,47.5,35,41.25,22,22
3059,46.91358025,34.56790123,40.74074074,22,22
3060,46.34146341,34.14634146,41.46341463,22,22
3061,45.78313253,34.93975904,42.1686747,23,23
3062,46.42857143,34.52380952,42.85714286,24,24
3063,45.88235294,34.11764706,42.35294118,24,24
3064,45.34883721,33.72093023,43.02325581,25,25
3065,45.97701149,34.48275862,42.52873563,26,26
3066,45.45454545,35.22727273,42.04545455,26,26
3067,46.06741573,35.95505618,42.69662921,27,27
3068,46.66666667,35.55555556,43.33333333,28,28
3069,46.15384615,36.26373626,43.95604396,28,28
3070,45.65217391,35.86956522,43.47826087,28,28
3071,45.16129032,36.55913978,44.08602151,28,28
3072,44.68085106,37.23404255,43.61702128,28,28
3073,44.21052632,36.84210526,43.15789474,28,28
3074,43.75,36.45833333,42.70833333,28,28
3075,43.29896907,36.08247423,42.26804124,28,28
3076,42.85714286,35.71428571,41.83673469,29,29
3077,43.43434343,36.36363636,42.42424242,30,30
3078,43,37,43,30,30
3079,43,38,44,30,30
3080,43,39,45,30,30
3081,43,39,45,29,29
3082,43,39,44,28,28
3083,43,38,43,28,28
3084,43,38,43,27,27
3085,43,38,43,27,27
3086,43,38,43,28,28
3087,43,38,43,28,28
3088,44,38,43,29,29
3089,44,38,42,30,30
3090,44,38,41,29,30
3091,44,38,41,30,31
3092,44,37,41,29,30
3093,43,37,41,28,29
3094,42,37,41,28,29
3095,41,37,40,28,29
3096,41,37,39,28,29
3097,41,37,39,29,30
3098,41,37,39,30,31
3099,42,37,39,30,31
3100,42,37,39,30,31
3101,42,37,38,30,31
3102,43,37,38,30,31
3103,43,37,38,30,31
3104,43,37,38,29,30
3105,43,36,38,29,30
3106,43,36,37,29,30
3107,42,36,37,29,30
3108,41,36,37,29,30
3109,42,36,37,29,30
3110,41,36,36,28,29
3111,41,35,35,28,29
3112,42,35,35,28,29
3113,43,35,35,28,29
3114,44,34,34,28,29
3115,44,34,33,28,29
3116,44,34,33,27,28
3117,43,33,32,26,27
3118,43,33,32,26,27
3119,43,33,31,25,26
3120,43,32,30,24,25
3121,44,32,30,24,25
3122,45,31,29,23,24
3123,45,30,28,23,24
3124,45,29,28,22,24
3125,46,29,28,22,24
3126,45,29,27,22,24
3127,46,29,28,23,25
3128,47,28,27,23,25
3129,47,28,27,23,26
3130,48,28,28,23,26
3131,48,28,28,24,27
3132,48,28,29,25,27
3133,48,28,29,26,28
3134,49,27,28,27,29
3135,49,28,28,28,30
3136,49,28,27,29,30
3137,49,28,27,29,30
3138,49,28,27,28,29
3139,50,29,28,28,29
3140,50,30,29,28,29
3141,50,30,30,27,28
3142,51,31,31,28,29
3143,51,32,32,29,30
3144,52,32,32,30,31
3145,52,33,33,30,31
3146,51,33,33,30,31
3147,50,33,33,30,31
3148,51,34,33,31,32
3149,51,34,33,31,32
3150,51,34,34,31,32
3151,50,33,34,31,32
3152,51,34,34,30,31
3153,52,35,35,30,31
3154,53,35,36,31,32
3155,53,35,36,30,31
3156,54,34,35,30,31
3157,53,34,36,29,30
3158,53.53535354,33,35.35353535,29,30
3159,54.08163265,33,35.71428571,29,30
3160,54.63917526,33,35.05154639,29,30
3161,55.20833333,32,34.375,28,29
3162,54.73684211,32,33.68421053,27,28
3163,55.31914894,32,34.04255319,27,28
3164,55.91397849,32,33.33333333,26,27
3165,55.43478261,31.31313131,33.69565217,25,26
3166,56.04395604,30.6122449,34.06593407,25,26
3167,55.55555556,29.89690722,33.33333333,24,25
3168,55.05617978,29.89690722,32.58426966,23,24
3169,55.68181818,28.86597938,31.81818182,23,24
3170,56.32183908,28.86597938,31.81818182,23,24
3171,56.97674419,27.83505155,30.68181818,23,24
3172,57.64705882,26.80412371,30.68181818,23,24
3173,58.82352941,26.80412371,30.68181818,24,25
3174,58.82352941,27.83505155,30.68181818,24,25
3175,60,28.86597938,31.81818182,24,25
3176,60,28.86597938,32.95454545,23,24
3177,58.82352941,27.83505155,32.95454545,23,24
3178,58.82352941,27.83505155,32.95454545,24,25
3179,58.82352941,26.80412371,32.95454545,24,25
3180,58.82352941,26.80412371,32.95454545,25,26
3181,60,25.77319588,31.81818182,25,26
3182,61.17647059,25.77319588,31.81818182,25,26
3183,61.17647059,25.77319588,31.81818182,25,26
3184,60,24.74226804,30.68181818,25,26
3185,58.82352941,23.71134021,30.68181818,24,25
3186,57.64705882,23.71134021,29.54545455,23,24
3187,57.64705882,23.71134021,29.54545455,24,25
3188,56.47058824,24.74226804,30.68181818,23,24
3189,55.29411765,24.74226804,30.68181818,23,24
3190,55.29411765,24.74226804,30.68181818,24,24
3191,55.29411765,24.74226804,30.68181818,23,23
3192,54.11764706,25.77319588,31.81818182,24,24
3193,55.29411765,26.80412371,32.95454545,25,25
3194,56.47058824,26.80412371,32.95454545,25,25
3195,57.64705882,27.83505155,32.95454545,26,26
3196,57.64705882,27.83505155,32.95454545,26,26
3197,56.47058824,27.83505155,34.09090909,25,25
3198,56.47058824,27.83505155,34.09090909,24,24
3199,55.29411765,28.86597938,35.22727273,24,24
3200,55.29411765,28.86597938,35.22727273,24,24
3201,55.29411765,29.89690722,35.22727273,24,24
3202,54.11764706,29.89690722,35.22727273,25,25
3203,54.11764706,29.89690722,35.22727273,25,25
3204,54.11764706,30.92783505,36.36363636,25,25
3205,54.11764706,31.95876289,37.5,25,25
3206,55.29411765,32.98969072,38.63636364,26,26
3207,55.29411765,34.02061856,39.77272727,26,26
3208,56.47058824,35.05154639,40.90909091,26,26
3209,56.47058824,36.08247423,42.04545455,26,26
3210,56.47058824,37.11340206,42.04545455,26,26
3211,56.47058824,38.1443299,43.18181818,27,27
3212,56.47058824,38.1443299,44.31818182,27,27
3213,55.29411765,38.1443299,44.31818182,27,27
3214,54.11764706,39.17525773,45.45454545,27,27
3215,54.11764706,39.17525773,45.45454545,27,27
3216,52.94117647,39.17525773,45.45454545,28,28
3217,52.94117647,40.20618557,46.59090909,29,29
3218,52.94117647,40.20618557,47.72727273,29,29
3219,52.94117647,41.2371134,47.72727273,30,30
3220,51.76470588,42.26804124,48.86363636,30,30
3221,51.76470588,42.26804124,48.86363636,30,30
3222,51.76470588,42.26804124,48.86363636,30,30
3223,51.76470588,42.26804124,48.86363636,30,30
3224,51.76470588,42.26804124,48.86363636,30,30
3225,50.58823529,43.29896907,50,31,31
3226,51.76470588,43.29896907,50,32,32
3227,51.76470588,43.29896907,48.86363636,31,31
3228,51.76470588,44.32989691,50,30,30
3229,51.76470588,45.36082474,51.13636364,30,29
3230,51.19047619,45.83333333,50.57471264,30,29
3231,50.60240964,46.31578947,51.1627907,29,28
3232,50,46.80851064,50.58823529,28,28
3233,50.61728395,47.31182796,51.19047619,27,27
3234,50,47.82608696,51.80722892,26,26
3235,49.36708861,47.25274725,51.2195122,25,25
3236,48.71794872,47.77777778,51.85185185,24,24
3237,49.35064935,48.31460674,52.5,24,24
3238,48.68421053,47.72727273,51.89873418,24,24
3239,48,47.12643678,51.28205128,24,24
3240,47.2972973,46.51162791,50.64935065,24,24
3241,46.57534247,45.88235294,50,24,24
3242,45.83333333,45.23809524,49.33333333,23,23
3243,45.07042254,44.57831325,48.64864865,22,22
3244,44.28571429,43.90243902,47.94520548,21,21
3245,44.92753623,42.68292683,47.22222222,21,21
3246,45.58823529,41.46341463,46.47887324,21,21
3247,46.26865672,40.24390244,45.71428571,20,20
3248,44.7761194,39.02439024,44.28571429,19,19
3249,46.26865672,40.24390244,45.71428571,19,19
3250,46.26865672,39.02439024,44.28571429,19,19
3251,46.26865672,40.24390244,45.71428571,19,19
3252,46.26865672,39.02439024,47.14285714,19,19
3253,46.26865672,37.80487805,47.14285714,20,20
3254,44.7761194,36.58536585,45.71428571,20,20
3255,43.28358209,36.58536585,47.14285714,20,20
3256,41.79104478,36.58536585,48.57142857,20,20
3257,41.79104478,36.58536585,48.57142857,20,20
3258,41.17647059,36.58536585,49.29577465,20,20
3259,42.02898551,37.80487805,48.61111111,20,20
3260,42.85714286,37.80487805,47.94520548,20,20
3261,42.25352113,37.80487805,47.2972973,20,20
3262,41.66666667,39.02439024,48,20,20
3263,42.46575342,39.02439024,47.36842105,20,20
3264,43.24324324,39.02439024,46.75324675,21,21
3265,42.66666667,39.75903614,47.43589744,21,21
3266,42.10526316,40.47619048,46.83544304,21,22
3267,42.85714286,41.17647059,47.5,22,23
3268,43.58974359,42.35294118,48.14814815,23,24
3269,43.03797468,43.52941176,47.56097561,23,24
3270,43.75,43.52941176,48.7804878,23,24
3271,44.44444444,43.52941176,50,24,25
3272,43.90243902,43.52941176,51.2195122,24,25
3273,42.68292683,44.70588235,51.2195122,23,24
3274,42.68292683,43.52941176,51.2195122,24,25
3275,41.46341463,42.35294118,51.2195122,24,25
3276,41.46341463,43.52941176,51.2195122,24,25
3277,42.68292683,44.70588235,50,23,24
3278,42.68292683,43.52941176,48.7804878,22,23
3279,43.90243902,44.70588235,48.7804878,23,24
3280,45.12195122,44.70588235,48.7804878,23,24
3281,43.90243902,45.88235294,50,23,24
3282,42.68292683,44.70588235,50,23,24
3283,42.68292683,44.70588235,50,23,24
3284,43.90243902,44.70588235,50,23,24
3285,45.12195122,45.88235294,50,24,25
3286,45.12195122,47.05882353,51.2195122,24,25
3287,43.90243902,47.05882353,52.43902439,23,24
3288,45.12195122,47.05882353,52.43902439,24,25
3289,46.34146341,48.23529412,53.65853659,24,25
3290,46.34146341,48.23529412,53.65853659,23,24
3291,47.56097561,48.23529412,53.65853659,23,24
3292,48.7804878,47.05882353,53.65853659,23,24
3293,47.56097561,45.88235294,53.65853659,22,23
3294,47.56097561,47.05882353,54.87804878,23,24
3295,46.34146341,47.05882353,56.09756098,22,23
3296,47.56097561,47.05882353,56.09756098,22,23
3297,48.7804878,47.05882353,54.87804878,22,23
3298,48.7804878,48.23529412,56.09756098,23,24
3299,50,47.05882353,54.87804878,23,24
3300,51.2195122,48.23529412,54.87804878,24,25
3301,50,48.23529412,56.09756098,24,25
3302,50,49.41176471,57.31707317,23,24
3303,51.2195122,49.41176471,57.31707317,23,24
3304,52.43902439,49.41176471,57.31707317,24,25
3305,53.65853659,49.41176471,56.09756098,24,25
3306,52.43902439,49.41176471,56.09756098,24,25
3307,53.65853659,49.41176471,56.09756098,25,26
3308,52.43902439,48.23529412,56.09756098,25,26
3309,52.43902439,48.23529412,56.09756098,26,27
3310,53.65853659,48.23529412,57.31707317,27,28
3311,53.65853659,47.05882353,56.09756098,26,27
3312,53.65853659,47.05882353,54.87804878,27,28
3313,53.65853659,48.23529412,56.09756098,27,28
3314,53.65853659,47.05882353,54.87804878,27,28
3315,52.43902439,47.05882353,54.87804878,27,28
3316,52.43902439,47.05882353,56.09756098,26,27
3317,53.65853659,45.88235294,54.87804878,25,26
3318,54.87804878,47.05882353,54.87804878,26,27
3319,54.87804878,47.05882353,56.09756098,26,27
3320,54.87804878,45.88235294,54.87804878,26,27
3321,53.65853659,45.88235294,56.09756098,26,27
3322,53.65853659,47.05882353,56.09756098,26,27
3323,53.65853659,47.05882353,56.09756098,26,27
3324,52.43902439,48.23529412,56.09756098,27,28
3325,53.65853659,47.05882353,56.09756098,26,27
3326,52.43902439,47.05882353,56.09756098,25,26
3327,52.43902439,47.05882353,56.09756098,25,26
3328,51.2195122,47.05882353,56.09756098,25,26
3329,50,45.88235294,54.87804878,25,26
3330,49.39759036,45.34883721,54.21686747,25,26
3331,48.80952381,44.82758621,53.57142857,25,26
3332,48.23529412,44.31818182,52.94117647,25,26
3333,47.6744186,43.82022472,53.48837209,26,27
3334,47.12643678,43.33333333,54.02298851,27,27
3335,46.59090909,43.95604396,53.40909091,27,27
3336,47.19101124,44.56521739,53.93258427,28,28
3337,47.77777778,45.16129032,54.44444444,29,29
3338,47.25274725,44.68085106,54.94505495,29,29
3339,47.82608696,44.21052632,54.34782609,29,29
3340,48.38709677,44.79166667,53.76344086,29,29
3341,47.87234043,44.32989691,54.25531915,30,29
3342,47.36842105,43.87755102,53.68421053,30,29
3343,46.875,44.44444444,54.16666667,30,29
3344,46.39175258,44,54.63917526,30,29
3345,45.91836735,44,54.08163265,31,29
3346,45.45454545,45,54.54545455,31,29
3347,45,45,54,31,29
3348,46,46,55,31,29
3349,46,46,55,31,29
3350,45,46,56,31,29
3351,45,45,55,32,30
3352,44,46,55,32,30
3353,44,46,55,31,29
3354,44,46,56,30,28
3355,44,46,56,30,28
3356,44,46,56,30,28
3357,45,46,56,31,29
3358,46,47,56,32,30
3359,46,46,57,32,30
3360,45.45454545,46.46464646,57.57575758,32,30
3361,45.91836735,46.93877551,58.16326531,32,30
3362,46.39175258,46.39175258,57.73195876,32,30
3363,46.39175258,46.39175258,57.73195876,33,31
3364,46.39175258,46.39175258,57.73195876,33,31
3365,46.39175258,45.36082474,56.70103093,33,31
3366,46.39175258,44.32989691,56.70103093,33,30
3367,45.36082474,43.29896907,55.67010309,32,29
3368,44.32989691,42.26804124,54.63917526,31,28
3369,45.36082474,41.2371134,54.63917526,31,28
3370,45.36082474,41.2371134,53.60824742,32,29
3371,44.32989691,41.2371134,52.57731959,31,28
3372,44.32989691,42.26804124,52.57731959,31,28
3373,44.32989691,41.2371134,53.60824742,32,29
3374,44.32989691,42.26804124,53.60824742,31,28
3375,45.36082474,42.26804124,53.60824742,32,29
3376,46.39175258,42.26804124,53.60824742,33,30
3377,46.39175258,41.2371134,53.60824742,33,30
3378,46.39175258,41.2371134,54.63917526,34,31
3379,46.39175258,40.20618557,53.60824742,34,31
3380,46.39175258,39.17525773,53.60824742,33,30
3381,46.39175258,38.1443299,52.57731959,33,30
3382,47.42268041,39.17525773,53.60824742,33,30
3383,47.42268041,39.17525773,53.60824742,33,30
3384,46.39175258,40.20618557,54.63917526,33,30
3385,46.39175258,40.20618557,54.63917526,33,30
3386,46.39175258,40.20618557,54.63917526,33,30
3387,46.39175258,41.2371134,53.60824742,34,31
3388,45.36082474,41.2371134,52.57731959,33,30
3389,44.32989691,40.20618557,51.54639175,33,29
3390,44.32989691,40.20618557,51.54639175,33,29
3391,44.32989691,41.2371134,52.57731959,34,30
3392,43.29896907,41.2371134,51.54639175,33,29
3393,44.32989691,42.26804124,51.54639175,33,29
3394,44.32989691,42.26804124,51.54639175,33,29
3395,44.32989691,41.2371134,50.51546392,33,29
3396,43.29896907,41.2371134,50.51546392,33,29
3397,42.26804124,41.2371134,50.51546392,33,29
3398,41.2371134,40.20618557,49.48453608,32,28
3399,40.20618557,41.2371134,50.51546392,32,28
3400,40.20618557,41.2371134,51.54639175,32,28
3401,41.2371134,41.2371134,51.54639175,33,29
3402,42.26804124,41.2371134,50.51546392,34,30
3403,41.2371134,41.2371134,50.51546392,35,31
3404,41.2371134,40.20618557,49.48453608,34,30
3405,41.2371134,39.17525773,49.48453608,34,30
3406,41.2371134,38.1443299,48.45360825,33,29
3407,40.20618557,37.11340206,47.42268041,32,28
3408,40.20618557,37.11340206,46.39175258,33,29
3409,39.17525773,37.11340206,46.39175258,33,29
3410,38.1443299,36.08247423,45.36082474,32,28
3411,39.17525773,37.11340206,46.39175258,33,29
3412,39.17525773,38.1443299,47.42268041,33,29
3413,39.17525773,37.11340206,46.39175258,33,29
3414,39.17525773,38.1443299,47.42268041,33,29
3415,40.20618557,39.17525773,48.45360825,34,30
3416,40.20618557,39.17525773,47.42268041,34,30
3417,39.17525773,40.20618557,47.42268041,34,30
3418,38.1443299,40.20618557,46.39175258,33,29
3419,37.11340206,40.20618557,45.36082474,32,28
3420,38.1443299,41.2371134,46.39175258,33,29
3421,39.17525773,42.26804124,46.39175258,34,30
3422,38.1443299,42.26804124,47.42268041,35,31
3423,38.1443299,43.29896907,48.45360825,35,31
3424,39.17525773,43.29896907,49.48453608,34,30
3425,38.1443299,44.32989691,48.45360825,34,30
3426,38.1443299,45.36082474,49.48453608,34,30
3427,37.11340206,46.39175258,50.51546392,34,30
3428,37.11340206,46.39175258,50.51546392,34,30
3429,38.1443299,47.42268041,51.54639175,35,31
3430,39.17525773,48.45360825,52.57731959,36,32
3431,40.20618557,48.45360825,53.60824742,36,32
3432,41.2371134,49.48453608,54.63917526,37,33
3433,42.26804124,50.51546392,54.63917526,37,33
3434,42.26804124,50.51546392,53.60824742,37,34
3435,42.26804124,50.51546392,54.63917526,37,34
3436,41.2371134,50.51546392,54.63917526,36,33
3437,40.20618557,50.51546392,53.60824742,36,33
3438,40.20618557,51.54639175,52.57731959,36,33
3439,40.20618557,51.54639175,52.57731959,36,33
3440,39.17525773,50.51546392,52.57731959,37,34
3441,39.17525773,51.54639175,52.57731959,36,34
3442,40.20618557,52.57731959,53.60824742,37,35
3443,40.20618557,52.57731959,53.60824742,37,35
3444,40.20618557,52.57731959,53.60824742,37,35
3445,40.20618557,52.57731959,53.60824742,36,35
3446,40.20618557,51.54639175,53.60824742,36,35
3447,40.20618557,51.54639175,53.60824742,36,35
3448,39.17525773,50.51546392,52.57731959,36,35
3449,38.1443299,49.48453608,51.54639175,36,35
3450,39.17525773,49.48453608,51.54639175,37,36
3451,40.20618557,50.51546392,52.57731959,37,36
3452,41.2371134,50.51546392,51.54639175,37,36
3453,41.2371134,50.51546392,50.51546392,37,36
3454,41.2371134,50.51546392,49.48453608,37,36
3455,41.2371134,49.48453608,48.45360825,37,36
3456,41.2371134,50.51546392,47.42268041,37,36
3457,40.20618557,49.48453608,46.39175258,37,36
3458,39.17525773,49.48453608,45.36082474,36,35
3459,38.1443299,50.51546392,44.32989691,37,36
3460,38.7755102,51.02040816,44.89795918,38,37
3461,38.38383838,50.50505051,45.45454545,38,37
3462,38,50,45,38,37
3463,37,51,46,37,36
3464,36,52,46,37,35
3465,36,52,47,38,36
3466,36,53,47,38,36
3467,36,54,47,38,36
3468,36,55,48,39,37
3469,36,55,49,39,37
3470,36,55,49,38,36
3471,37,55,49,38,36
3472,37,54,48,38,36
3473,37,54,47,37,35
3474,37,53,47,37,35
3475,36,53,46,36,34
3476,36,53,46,36,34
3477,36,54,47,37,35
3478,37,55,47,37,35
3479,36,55,48,36,34
3480,35,55,47,37,35
3481,36,56,48,37,35
3482,35,55,47,37,35
3483,35,55,48,37,35
3484,35,54,48,37,35
3485,34,53,48,36,34
3486,35,52,47,36,34
3487,35,51,47,35,33
3488,35,50,47,35,33
3489,36,51,47,35,34
3490,35,52,47,35,34
3491,35,51,46,34,33
3492,35,52,47,34,33
3493,34,52,47,34,33
3494,33,52,47,33,32
3495,34,53,48,34,33
3496,35,54,49,35,34
3497,35,54,49,35,34
3498,36,54,50,35,34
3499,37,53,49,36,35
3500,36,52,48,36,35
3501,35,52,48,35,34
3502,35,52,49,35,34
3503,36,53,50,35,34
3504,36,54,51,35,34
3505,36,55,52,35,34
3506,37,55,52,35,34
3507,37,55,53,35,34
3508,37,56,53,34,33
3509,38,56,53,34,32
3510,38,56,54,34,32
3511,38,56,53,33,31
3512,38,55,52,32,30
3513,39,56,52,33,30
3514,39,56,52,34,31
3515,38,56,52,34,31
3516,39,57,53,35,32
3517,40,57,54,36,33
3518,41,56,55,37,34
3519,41,56,56,37,34
3520,41,56,56,37,34
3521,40,56,55,36,33
3522,40,56,54,35,32
3523,41,56,53,35,32
3524,40,55,52,36,33
3525,40,55,53,36,33
3526,40,55,53,36,33
3527,40,54,52,36,33
3528,41,54,52,37,34
3529,40,54,52,36,33
3530,40,53,51,35,32
3531,39,54,51,35,32
3532,38,53,50,35,32
3533,37,52,49,35,32
3534,37,52,50,34,31
3535,37,52,50,34,31
3536,37,51,50,35,32
3537,37,51,50,34,31
3538,38,51,51,35,32
3539,38,51,51,35,32
3540,39,52,52,34,31
3541,39,52,52,34,31
3542,38,52,51,33,30
3543,39,52,50,33,30
3544,39,53,50,33,30
3545,40,54,51,33,31
3546,41,55,51,34,32
3547,41,56,52,34,32
3548,42,56,52,34,32
3549,42,57,53,34,32
3550,41,58,53,33,31
3551,40,57,53,32,30
3552,40,57,54,33,31
3553,39,58,55,33,31
3554,39,58,56,33,31
3555,40,58,57,34,32
3556,41,57,58,35,33
3557,41,57,59,34,32
3558,41,57,59,34,32
3559,42,56,59,33,31
3560,41,55,58,33,30
3561,42,56,58,34,31
3562,43,57,59,35,32
3563,44,56,59,35,32
3564,45,56,60,35,33
3565,46,57,60,34,32
3566,46,56,61,34,32
3567,47,56,62,35,33
3568,48,56,62,35,33
3569,48,56,62,35,34
3570,48,57,63,36,35
3571,48,58,64,37,36
3572,48,59,65,37,36
3573,48,59,65,38,37
3574,48,60,65,38,37
3575,48,60,65,38,37
3576,48,60,65,38,37
3577,48,60,65,38,37
3578,48,59,64,37,36
3579,48,59,63,37,36
3580,49,59,63,36,35
3581,48,58,63,37,36
3582,49,59,64,38,37
3583,50,60,64,39,38
3584,50,60,63,39,38
3585,51,61,63,40,39
3586,51,62,64,41,40
3587,51,62,65,41,40
3588,52,63,66,42,41
3589,52,63,67,41,40
3590,52,62,67,41,40
3591,51,63,68,41,40
3592,51,62,67,42,41
3593,51,62,67,43,41
3594,52,62,67,44,42
3595,52,62,67,44,42
3596,51,61,66,43,41
3597,52,62,67,44,42
3598,52,63,67,45,43
3599,52,64,68,45,43
3600,52,65,68,44,42
3601,53,64,67,44,42
3602,52,64,66,43,41
3603,51,63,65,43,41
3604,50,63,65,43,41
3605,49,62,64,43,41
3606,48,63,64,43,41
3607,49,63,64,44,42
3608,49,62,64,44,42
3609,48,62,64,43,42
3610,48,63,64,43,42
3611,47,62,65,43,42
3612,46,62,65,43,42
3613,45,61,65,42,42
3614,45,60,64,41,41
3615,46,60,64,41,41
3616,46,60,64,41,41
3617,45,59,63,40,40
3618,45,60,63,40,40
3619,46,60,63,41,41
3620,46,59,63,40,41
3621,47,59,63,41,42
3622,47,58,63,42,43
3623,46,57,63,42,43
3624,47,58,64,42,42
3625,48,57,64,43,42
3626,48,56,64,44,42
3627,48,57,65,44,42
3628,48,57,65,44,41
3629,49,56,64,44,41
3630,48,56,64,44,41
3631,48,56,64,44,41
3632,48,56,64,44,40
3633,48,56,65,44,39
3634,48,56,65,45,40
3635,48,56,64,45,40
3636,49,57,64,45,39
3637,49,56,64,45,39
3638,48,55,63,44,39
3639,47,55,63,45,40
3640,46,55,63,45,40
3641,46,55,63,45,40
3642,47,55,64,46,40
3643,47,55,65,47,40
3644,47,55,65,47,40
3645,46,55,65,47,39
3646,45,55,65,46,38
3647,45,55,65,46,38
3648,45,56,65,46,38
3649,45,55,65,47,38
3650,45,55,64,47,38
3651,46,55,63,48,39
3652,46,55,62,48,39
3653,46,54,62,48,39
3654,46,55,62,48,39
3655,46,56,62,48,39
3656,45,56,61,47,38
3657,45,56,60,47,38
3658,45,56,61,47,38
3659,44,56,61,47,38
3660,45,57,61,46,38
3661,44,56,60,45,37
3662,44,55,59,44,36
3663,44,56,59,45,37
3664,44,56,59,45,37
3665,43,55,58,46,37
3666,43,56,58,46,37
3667,42,55,57,45,36
3668,41,55,56,44,35
3669,40,55,55,44,34
3670,39,55,55,44,34
3671,38,54,54,43,33
3672,39,54,54,44,34
3673,39,54,55,43,33
3674,39,53,56,43,33
3675,40,54,56,43,33
3676,39,54,56,42,32
3677,39,53,55,41,31
3678,38,53,55,41,31
3679,38,53,55,41,31
3680,37,53,55,41,31
3681,38,53,54,41,31
3682,37,52,53,40,30
3683,36,51,53,39,29
3684,36,51,53,39,29
3685,35,51,52,39,29
3686,34,50,52,38,28
3687,35,51,52,39,29
3688,35,51,52,39,29
3689,34,50,51,39,30
3690,34,51,52,39,30
3691,34,50,51,39,30
3692,34,50,51,38,29
3693,34,49,50,37,29
3694,34,49,50,37,29
3695,33,48,50,36,28
3696,33,48,50,36,28
3697,32,47,49,35,27
3698,32,46,48,35,27
3699,32,45,47,35,27
3700,33,44,47,36,28
3701,32,44,47,36,28
3702,33,43,47,37,29
3703,33,43,47,36,28
3704,33,42,46,36,28
3705,34,42,47,37,29
3706,34,42,48,37,29
3707,33,42,48,36,28
3708,33,43,49,36,28
3709,34,43,49,37,29
3710,35,43,49,38,30
3711,35,43,48,38,30
3712,35,43,48,38,30
3713,35,43,48,38,30
3714,36,44,49,38,31
3715,35,44,49,37,30
3716,35,43,48,36,30
3717,35,44,49,36,30
3718,34,44,49,35,29
3719,33,44,49,34,28
3720,32,44,48,34,27
3721,31,44,49,33,26
3722,31,45,49,32,26
3723,32,46,50,33,27
3724,32,46,50,33,28
3725,31,46,49,32,28
3726,32,47,49,32,29
3727,33,47,49,33,30
3728,33,47,49,32,31
3729,33,48,50,33,32
3730,34,49,51,34,33
3731,35,48,50,34,34
3732,36,49,51,34,35
3733,36,49,51,33,35
3734,36,49,51,32,34
3735,37,49,52,33,35
3736,36,49,52,32,35
3737,36,49,52,32,35
3738,37,50,53,33,35
3739,38,51,54,33,35
3740,39,51,54,33,36
3741,40,51,54,34,37
3742,39,50,53,33,37
3743,38,49,52,32,37
3744,39,49,52,32,37
3745,40,49,52,33,38
3746,40,48,51,33,38
3747,41,48,51,34,39
3748,41,48,52,35,40
3749,42,49,51,35,41
3750,42,49,51,35,41
3751,41,50,52,34,40
3752,40,50,52,33,39
3753,40,50,51,33,39
3754,40,49,50,33,39
3755,39,49,50,32,38
3756,40,50,51,33,39
3757,41,51,52,33,39
3758,42,50,51,33,40
3759,42,50,52,33,40
3760,42,49,52,34,41
3761,42,50,53,34,41
3762,42,51,54,35,42
3763,42,51,54,35,42
3764,42,50,54,35,42
3765,43,51,55,35,43
3766,43,51,55,35,43
3767,43,51,56,35,43
3768,44,51,56,36,44
3769,45,52,57,37,45
3770,45,52,56,36,44
3771,46,53,57,37,45
3772,46,53,57,37,45
3773,47,54,56,37,45
3774,48,55,56,38,46
3775,47,55,57,38,46
3776,47,55,56,39,47
3777,47,55,56,40,48
3778,47,56,57,40,48
3779,47,56,58,40,49
3780,47,57,59,40,49
3781,47,58,60,40,49
3782,48,59,60,40,50
3783,48,60,59,40,50
3784,49,61,60,41,51
3785,50,61,60,41,50
3786,51,62,60,42,51
3787,51,62,60,42,51
3788,51,61,60,42,51
3789,51,61,60,42,50
3790,52,61,60,43,51
3791,52,61,60,43,51
3792,52,61,60,43,51
3793,52,61,60,43,51
3794,51,60,59,42,50
3795,51,61,59,42,50
3796,51,61,60,42,50
3797,51,62,61,42,50
3798,50,62,61,41,49
3799,49,62,61,40,48
3800,48,62,62,40,48
